n    x(n)   c(n)  xhat(n) 
3690   18.0       0.0      18.4 
3691   20.0       0.0      22.7 
3692   19.0       0.0      26.2 
3693   20.0       0.0      13.0 
3694   18.0       0.0      18.4 
3695   18.0       0.0      22.7 
3696   20.0       0.0      26.2 
3697   18.0       0.0      12.9 
3698   17.0       0.0      18.3 
3699   19.0       0.0      22.7 
3700   18.0       0.0      10.1 
3701   17.0       0.0      16.1 
3702   15.0       0.0      20.9 
3703   16.0       0.0       8.7 
3704   14.0       0.0      15.0 
3705   16.0       0.0      20.0 
3706   16.0       0.0      24.0 
3707   13.0       0.0      11.2 
3708   12.0       0.0      16.9 
3709   11.0       0.0       5.6 
3710   13.0       0.0      12.4 
3711    9.0       0.0       2.0 
3712   11.0       0.0       9.6 
3713    9.0       0.0      15.7 
3714    9.0       0.0       4.5 
3715    9.0       0.0      11.6 
3716    8.0       0.0       1.3 
3717    7.0       0.0       9.0 
3718    9.0       0.0      15.2 
3719    7.0       0.0       4.2 
3720    7.0       0.0      11.3 
3721    8.0       0.0       1.1 
3722    6.0       0.0       8.9 
3723    7.0       0.0      -0.9 
3724    5.0       0.0       7.3 
3725    5.0       0.0      -2.2 
3726    2.0       0.0       6.3 
3727    2.0       0.0      -3.0 
3728    1.0       0.0       5.6 
3729    0.0       0.0      -3.5 
3730    1.0       0.0       5.2 
3731    0.0       0.0      -3.9 
3732   -2.0       0.0       4.9 
3733   -1.0       0.0      -4.1 
3734   -5.0       0.0     -11.3 
3735   -5.0       0.0      -1.0 
3736   -8.0       0.0      -8.8 
3737   -7.0       0.0       1.0 
3738   -5.0       0.0      -7.2 
3739   -8.0       0.0     -13.8 
3740   -7.0       0.0      -3.0 
3741   -6.0       0.0     -10.4 
3742  -10.0       0.0     -16.3 
3743  -10.0       0.0      -5.1 
3744  -11.0       0.0     -12.1 
3745  -11.0       0.0     -17.6 
3746  -12.0       0.0      -6.1 
3747  -12.0       0.0     -12.9 
3748  -12.0       0.0     -18.3 
3749  -14.0       0.0      -6.7 
3750  -16.0       0.0     -13.3 
3751  -16.0       0.0     -18.7 
3752  -18.0       0.0     -22.9 
3753  -19.0       0.0     -26.3 
3754  -20.0       0.0     -13.1 
3755  -20.0       0.0     -18.5 
3756  -20.0       0.0     -22.8 
3757  -20.0       0.0     -26.2 
3758  -20.0       0.0     -13.0 
3759  -22.0       0.0     -18.4 
3760  -22.0       0.0     -22.7 
3761  -24.0       0.0     -26.2 
3762  -23.0       0.0     -28.9 
3763  -23.0       0.0     -15.1 
3764  -21.0       0.0     -20.1 
3765  -22.0       0.0     -24.1 
3766  -22.0       0.0     -27.3 
3767  -23.0       0.0     -29.8 
3768  -24.0       0.0     -31.9 
3769  -23.0       0.0     -17.5 
3770  -21.0       0.0     -22.0 
3771  -21.0       0.0     -25.6 
3772  -20.0       0.0     -12.5 
3773  -24.0       0.0     -18.0 
3774  -22.0       0.0     -22.4 
3775  -22.0       0.0     -25.9 
3776  -22.0       0.0     -28.7 
3777  -22.0       0.0     -15.0 
3778  -21.0       0.0     -20.0 
3779  -21.0       0.0     -24.0 
3780  -21.0       0.0     -27.2 
3781  -23.0       0.0     -29.8 
3782  -20.0       0.0     -15.8 
3783  -21.0       0.0     -20.6 
3784  -19.0       0.0     -24.5 
3785  -19.0       0.0     -11.6 
3786  -20.0       0.0     -17.3 
3787  -18.0       0.0     -21.8 
3788  -19.0       0.0     -25.5 
3789  -18.0       0.0     -12.4 
3790  -18.0       0.0     -17.9 
3791  -16.0       0.0     -22.3 
3792  -16.0       0.0      -9.9 
3793  -16.0       0.0     -15.9 
3794  -14.0       0.0     -20.7 
3795  -13.0       0.0      -8.6 
3796  -12.0       0.0     -14.9 
3797  -15.0       0.0     -19.9 
3798  -14.0       0.0      -7.9 
3799  -11.0       0.0     -14.3 
3800  -10.0       0.0      -3.5 
3801  -10.0       0.0     -10.8 
3802  -11.0       0.0     -16.6 
3803   -9.0       0.0      -5.3 
3804   -9.0       0.0     -12.2 
3805   -8.0       0.0      -1.8 
3806   -9.0       0.0      -9.4 
3807   -7.0       0.0       0.5 
3808   -7.0       0.0      -7.6 
3809   -5.0       0.0       1.9 
3810   -2.0       0.0      -6.5 
3811   -2.0       0.0       2.8 
3812   -1.0       0.0      -5.8 
3813    0.0       0.0       3.4 
3814    3.0       0.0      10.7 
3815    2.0       0.0       0.6 
3816    4.0       0.0       8.5 
3817    4.0       0.0      -1.2 
3818    5.0       0.0       7.0 
3819    8.0       0.0      13.6 
3820    7.0       0.0       2.9 
3821    7.0       0.0      10.3 
3822    7.0       0.0       0.2 
3823    9.0       0.0       8.2 
3824   10.0       0.0      14.6 
3825   12.0       0.0      19.6 
3826   10.0       0.0       7.7 
3827   12.0       0.0      14.2 
3828   13.0       0.0      19.3 
3829   13.0       0.0       7.5 
3830   16.0       0.0      14.0 
3831   17.0       0.0      19.2 
3832   17.0       0.0      23.3 
3833   17.0       0.0      10.7 
3834   19.0       0.0      16.5 
3835   18.0       0.0      21.2 
3836   21.0       0.0      25.0 
3837   21.0       0.0      28.0 
3838   23.0       0.0      30.4 
3839   22.0       0.0      16.3 
3840   23.0       0.0      21.1 
3841   22.0       0.0      24.8 
3842   22.0       0.0      27.9 
3843   20.0       0.0      14.3 
3844   23.0       0.0      19.4 
3845   24.0       0.0      23.6 
3846   23.0       0.0      26.8 
3847   24.0       0.0      29.5 
3848   23.0       0.0      15.6 
3849   24.0       0.0      20.5 
3850   24.0       0.0      24.4 
3851   22.0       0.0      27.5 
3852   23.0       0.0      30.0 
3853   21.0       0.0      16.0 
3854   22.0       0.0      20.8 
3855   22.0       0.0      24.6 
3856   22.0       0.0      27.7 
3857   22.0       0.0      14.2 
3858   22.0       0.0      19.3 
3859   21.0       0.0      23.5 
3860   22.0       0.0      26.8 
3861   20.0       0.0      13.4 
3862   20.0       0.0      18.7 
3863   21.0       0.0      23.0 
3864   20.0       0.0      26.4 
3865   21.0       0.0      13.1 
3866   19.0       0.0      18.5 
3867   18.0       0.0      22.8 
3868   19.0       0.0      26.2 
3869   18.0       0.0      13.0 
3870   15.0       0.0      18.4 
3871   15.0       0.0      22.7 
3872   17.0       0.0      10.2 
3873   16.0       0.0      16.1 
3874   15.0       0.0      20.9 
3875   16.0       0.0       8.7 
3876   16.0       0.0      15.0 
3877   15.0       0.0      20.0 
3878   13.0       0.0       8.0 
3879   13.0       0.0      14.4 
3880   11.0       0.0       3.5 
3881   12.0       0.0      10.8 
3882   11.0       0.0      16.6 
3883    9.0       0.0       5.3 
3884    5.0       0.0      12.3 
3885    5.0       0.0       1.8 
3886    3.0       0.0       9.4 
3887    3.0       0.0      -0.4 
3888    0.0       0.0       7.6 
3889    1.0       0.0      -1.9 
3890    0.0       0.0       6.5 
3891    0.0       0.0      -2.8 
3892   -5.0       0.0     -10.2 
3893   -2.0       0.0      -0.2 
3894   -6.0       0.0      -8.2 
3895   -5.0       0.0       1.5 
3896   -8.0       0.0      -6.8 
3897   -9.0       0.0     -13.5 
3898  -10.0       0.0      -2.8 
3899  -11.0       0.0     -10.2 
3900  -14.0       0.0     -16.2 
3901  -14.0       0.0     -20.9 
3902  -15.0       0.0      -8.7 
3903  -17.0       0.0     -15.0 
3904  -15.0       0.0     -20.0 
3905  -17.0       0.0     -24.0 
3906  -19.0       0.0     -11.2 
3907  -20.0       0.0     -17.0 
3908  -20.0       0.0     -21.6 
3909  -19.0       0.0     -25.3 
3910  -21.0       0.0     -28.2 
3911  -24.0       0.0     -30.6 
3912  -23.0       0.0     -16.5 
3913  -24.0       0.0     -21.2 
3914  -25.0       0.0     -24.9 
3915  -27.0       0.0     -27.9 
3916  -26.0       0.0     -30.4 
3917  -29.0       0.0     -32.3 
3918  -26.0       0.0     -33.8 
3919  -29.0       0.0     -35.1 
3920  -31.0       0.0     -36.0 
3921  -31.0       0.0     -36.8 
3922  -31.0       0.0     -37.5 
3923  -31.0       0.0     -38.0 
3924  -34.0       0.0     -38.4 
3925  -33.0       0.0     -38.7 
3926  -32.0       0.0     -39.0 
3927  -34.0       0.0     -39.2 
3928  -33.0       0.0     -39.3 
3929  -33.0       0.0     -39.5 
3930  -35.0       0.0     -39.6 
3931  -33.0       0.0     -39.7 
3932  -33.0       0.0     -39.7 
3933  -34.0       0.0     -39.8 
3934  -35.0       0.0     -39.8 
3935  -36.0       0.0     -39.9 
3936  -36.0       0.0     -39.9 
3937  -35.0       0.0     -39.9 
3938  -35.0       0.0     -39.9 
3939  -35.0       0.0     -39.9 
3940  -36.0       0.0     -40.0 
3941  -36.0       0.0     -40.0 
3942  -35.0       0.0     -40.0 
3943  -36.0       0.0     -40.0 
3944  -34.0       0.0     -40.0 
3945  -35.0       0.0     -40.0 
3946  -33.0       0.0     -40.0 
3947  -32.0       0.0     -40.0 
3948  -31.0       0.0     -24.0 
3949  -31.0       0.0     -27.2 
3950  -30.0       0.0     -29.8 
3951  -29.0       0.0     -31.8 
3952  -28.0       0.0     -33.4 
3953  -30.0       0.0     -34.8 
3954  -27.0       0.0     -19.8 
3955  -26.0       0.0     -23.8 
3956  -21.0       0.0     -27.1 
3957  -22.0       0.0     -29.7 
3958  -22.0       0.0     -15.7 
3959  -19.0       0.0     -20.6 
3960  -18.0       0.0     -24.5 
3961  -15.0       0.0     -11.6 
3962  -13.0       0.0     -17.3 
3963  -11.0       0.0      -5.8 
3964   -8.0       0.0     -12.6 
3965   -7.0       0.0      -2.1 
3966   -5.0       0.0      -9.7 
3967   -1.0       0.0       0.2 
3968   -1.0       0.0      -7.8 
3969    2.0       0.0       1.8 
3970    7.0       0.0       9.4 
3971    9.0       0.0      15.5 
3972   12.0       0.0       4.4 
3973   14.0       0.0      11.5 
3974   16.0       0.0      17.2 
3975   18.0       0.0      21.8 
3976   20.0       0.0      25.4 
3977   22.0       0.0      28.3 
3978   25.0       0.0      30.7 
3979   26.0       0.0      32.5 
3980   29.0       0.0      34.0 
3981   31.0       0.0      35.2 
3982   33.0       0.0      36.2 
3983   34.0       0.0      36.9 
3984   37.0       0.0      37.6 
3985   39.0       0.0      38.0 
3986   40.0       0.0      38.4 
3987   42.0       0.0      38.7 
3988   44.0       0.0      39.0 
3989   45.0       0.0      39.2 
3990   49.0       1.0      55.4 
3991   49.0       0.0      52.3 
3992   49.0       0.0      49.8 
3993   50.0       0.0      47.9 
3994   53.0       0.0      46.3 
3995   53.0       0.0      45.0 
3996   54.0       1.0      60.0 
3997   57.0       0.0      56.0 
3998   57.0       0.0      52.8 
3999   56.0       0.0      50.3 
4000   60.0       1.0      64.2 
4001   58.0       0.0      59.4 
4002   58.0       0.0      55.5 
4003   60.0       0.0      52.4 
4004   60.0       1.0      65.9 
4005   60.0       0.0      60.7 
4006   59.0       0.0      56.6 
4007   59.0       0.0      53.3 
4008   57.0       0.0      50.6 
4009   57.0       1.0      64.5 
4010   58.0       0.0      59.6 
4011   56.0       0.0      55.7 
4012   57.0       0.0      52.5 
4013   55.0       0.0      50.0 
4014   54.0       0.0      48.0 
4015   53.0       0.0      46.4 
4016   51.0       0.0      45.1 
4017   53.0       1.0      60.1 
4018   50.0       0.0      56.1 
4019   48.0       0.0      52.9 
4020   48.0       0.0      50.3 
4021   48.0       0.0      48.2 
4022   44.0       0.0      46.6 
4023   43.0       0.0      45.3 
4024   41.0       0.0      44.2 
4025   40.0       0.0      43.4 
4026   37.0       0.0      42.7 
4027   35.0       0.0      42.2 
4028   33.0       0.0      25.7 
4029   31.0       0.0      28.6 
4030   30.0       0.0      30.9 
4031   28.0       0.0      32.7 
4032   25.0       0.0      18.2 
4033   24.0       0.0      22.5 
4034   23.0       0.0      26.0 
4035   18.0       0.0      12.8 
4036   17.0       0.0      18.3 
4037   16.0       0.0      22.6 
4038   13.0       0.0      10.1 
4039    9.0       0.0      16.1 
4040    9.0       0.0       4.9 
4041    5.0       0.0      11.9 
4042    1.0       0.0       1.5 
4043    1.0       0.0      -6.8 
4044   -1.0       0.0       2.6 
4045   -3.0       0.0      -5.9 
4046   -6.0       0.0     -12.8 
4047   -9.0       0.0      -2.2 
4048  -14.0       0.0      -9.8 
4049  -14.0       0.0     -15.8 
4050  -14.0       0.0     -20.7 
4051  -16.0       0.0      -8.5 
4052  -16.0       0.0     -14.8 
4053  -17.0       0.0     -19.9 
4054  -22.0       0.0     -23.9 
4055  -24.0       0.0     -27.1 
4056  -25.0       0.0     -29.7 
4057  -26.0       0.0     -31.7 
4058  -28.0       0.0     -33.4 
4059  -28.0       0.0     -34.7 
4060  -30.0       0.0     -35.8 
4061  -32.0       0.0     -36.6 
4062  -32.0       0.0     -37.3 
4063  -34.0       0.0     -37.8 
4064  -34.0       0.0     -38.3 
4065  -36.0       0.0     -38.6 
4066  -37.0       0.0     -38.9 
4067  -39.0       0.0     -39.1 
4068  -41.0       0.0     -39.3 
4069  -42.0       0.0     -39.4 
4070  -41.0       0.0     -39.5 
4071  -41.0       0.0     -39.6 
4072  -42.0       0.0     -39.7 
4073  -43.0       0.0     -39.8 
4074  -43.0       0.0     -39.8 
4075  -46.0       0.0     -39.9 
4076  -44.0       0.0     -39.9 
4077  -45.0       0.0     -39.9 
4078  -45.0       0.0     -39.9 
4079  -47.0       0.0     -39.9 
4080  -48.0       1.0     -56.0 
4081  -49.0       0.0     -52.8 
4082  -52.0       0.0     -50.2 
4083  -52.0       0.0     -48.2 
4084  -50.0       0.0     -46.5 
4085  -51.0       0.0     -45.2 
4086  -53.0       1.0     -60.2 
4087  -54.0       0.0     -56.1 
4088  -56.0       0.0     -52.9 
4089  -56.0       0.0     -50.3 
4090  -56.0       0.0     -48.3 
4091  -60.0       1.0     -62.6 
4092  -60.0       0.0     -58.1 
4093  -61.0       0.0     -54.5 
4094  -62.0       1.0     -67.6 
4095  -64.0       0.0     -62.1 
4096  -63.0       0.0     -57.6 
4097  -62.0       0.0     -54.1 
4098  -63.0       1.0     -67.3 
4099  -64.0       0.0     -61.8 
4100  -65.0       0.0     -57.5 
4101  -66.0       1.0     -70.0 
4102  -64.0       0.0     -64.0 
4103  -65.0       0.0     -59.2 
4104  -63.0       0.0     -55.3 
4105  -63.0       1.0     -68.3 
4106  -61.0       0.0     -62.6 
4107  -61.0       0.0     -58.1 
4108  -60.0       0.0     -54.5 
4109  -58.0       0.0     -51.6 
4110  -57.0       0.0     -49.3 
4111  -55.0       0.0     -47.4 
4112  -53.0       0.0     -45.9 
4113  -52.0       0.0     -44.7 
4114  -48.0       0.0     -43.8 
4115  -46.0       0.0     -43.0 
4116  -44.0       0.0     -42.4 
4117  -42.0       0.0     -41.9 
4118  -38.0       0.0     -41.6 
4119  -36.0       0.0     -41.2 
4120  -31.0       0.0     -25.0 
4121  -28.0       0.0     -28.0 
4122  -25.0       0.0     -30.4 
4123  -19.0       0.0     -16.3 
4124  -15.0       0.0     -21.1 
4125  -12.0       0.0      -8.8 
4126   -8.0       0.0     -15.1 
4127   -2.0       0.0      -4.1 
4128    1.0       0.0       4.8 
4129    5.0       0.0      11.8 
4130   11.0       0.0      17.4 
4131   13.0       0.0       6.0 
4132   18.0       0.0      12.8 
4133   22.0       0.0      18.2 
4134   26.0       0.0      22.6 
4135   29.0       0.0      26.1 
4136   31.0       0.0      28.8 
4137   38.0       0.0      31.1 
4138   44.0       1.0      48.9 
4139   46.0       0.0      47.1 
4140   52.0       0.0      45.7 
4141   57.0       1.0      60.5 
4142   60.0       0.0      56.4 
4143   65.0       1.0      69.1 
4144   71.0       0.0      63.3 
4145   75.0       1.0      74.7 
4146   79.0       1.0      83.7 
4147   83.0       1.0      91.0 
4148   86.0       0.0      80.8 
4149   91.0       1.0      88.6 
4150   94.0       1.0      94.9 
4151   98.0       1.0      99.9 
4152  101.0       1.0     103.9 
4153  104.0       1.0     107.1 
4154  106.0       1.0     109.7 
4155  110.0       1.0     111.8 
4156  115.0       1.0     113.4 
4157  116.0       1.0     114.7 
4158  117.0       1.0     115.8 
4159  118.0       1.0     116.6 
4160  121.0       1.0     117.3 
4161  121.0       1.0     117.8 
4162  121.0       1.0     118.3 
4163  121.0       1.0     118.6 
4164  120.0       1.0     118.9 
4165  120.0       1.0     119.1 
4166  119.0       1.0     119.3 
4167  115.0       1.0     119.4 
4168  114.0       1.0     119.5 
4169  110.0       0.0     103.6 
4170  108.0       1.0     106.9 
4171  106.0       1.0     109.5 
4172  103.0       0.0      95.6 
4173  100.0       1.0     100.5 
4174   94.0       0.0      88.4 
4175   90.0       1.0      94.7 
4176   87.0       0.0      83.8 
4177   82.0       0.0      75.0 
4178   77.0       1.0      84.0 
4179   72.0       0.0      75.2 
4180   67.0       0.0      68.2 
4181   61.0       0.0      62.5 
4182   55.0       0.0      58.0 
4183   49.0       0.0      54.4 
4184   45.0       0.0      51.5 
4185   41.0       0.0      33.2 
4186   35.0       0.0      34.6 
4187   28.0       0.0      35.7 
4188   23.0       0.0      20.5 
4189   19.0       0.0      24.4 
4190   13.0       0.0      11.5 
4191    8.0       0.0       1.2 
4192    4.0       0.0       9.0 
4193    0.0       0.0      -0.8 
4194   -6.0       0.0      -8.6 
4195   -9.0       0.0     -14.9 
4196  -16.0       0.0     -19.9 
4197  -21.0       0.0     -23.9 
4198  -23.0       0.0     -27.2 
4199  -28.0       0.0     -29.7 
4200  -31.0       0.0     -31.8 
4201  -34.0       0.0     -33.4 
4202  -37.0       0.0     -34.7 
4203  -42.0       0.0     -35.8 
4204  -44.0       0.0     -36.6 
4205  -45.0       0.0     -37.3 
4206  -49.0       1.0     -53.8 
4207  -53.0       0.0     -51.1 
4208  -53.0       0.0     -48.9 
4209  -57.0       1.0     -63.1 
4210  -59.0       0.0     -58.5 
4211  -62.0       0.0     -54.8 
4212  -64.0       1.0     -67.8 
4213  -63.0       0.0     -62.3 
4214  -65.0       0.0     -57.8 
4215  -71.0       1.0     -70.2 
4216  -71.0       0.0     -64.2 
4217  -74.0       1.0     -75.4 
4218  -74.0       0.0     -68.3 
4219  -74.0       1.0     -78.6 
4220  -77.0       0.0     -70.9 
4221  -78.0       1.0     -80.7 
4222  -79.0       0.0     -72.6 
4223  -80.0       1.0     -82.1 
